iupac,smiles,expt,calc,inchi,selfies,iupac_name,expt_cat,target_2,target_5
trifluralin,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.25,-2.023,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",[C][C][C][N][Branch1][Ring2][C][C][C][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][F][Branch1][C][F][F][N+1][=Branch1][C][=O][O-1],"2,6-dinitro-n,n-dipropyl-4-(trifluoromethyl)aniline",large,1,2
"(3R)-3,7-Dimethylocta-1,6-dien-3-yl acetate",CC(=CCC[C@](C)(C=C)OC(=O)C)C,-2.49,-2.964,"InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3/t12-/m0/s1",[C][C][=Branch2][Ring1][C][=C][C][C][C@][Branch1][C][C][Branch1][Ring1][C][=C][O][C][=Branch1][C][=O][C][C],"[(3r)-3,7-dimethylocta-1,6-dien-3-yl] acetate",large,1,3
2-isopropoxypropane,CC(C)OC(C)C,-0.53,-0.178,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",[C][C][Branch1][C][C][O][C][Branch1][C][C][C],2-propan-2-yloxypropane,very large,1,4
2-methylhexane,CCCCC(C)C,2.93,2.894,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",[C][C][C][C][C][Branch1][C][C][C],2-methylhexane,very large,1,4
"2-bromo-2-chloro-1,1,1-trifluoro-ethane",[C@@H](C(F)(F)F)(Cl)Br,-0.11,0.206,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H/t1-/m0/s1",[C@@H1][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][Cl][Br],"(2r)-2-bromo-2-chloro-1,1,1-trifluoroethane",very large,1,4
1-butoxybutane,CCCCOCCCC,-0.83,0.139,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",[C][C][C][C][O][C][C][C][C],1-butoxybutane,very large,1,3
pentylcyclopentane,CCCCCC1CCCC1,2.55,2.381,"InChI=1S/C10H20/c1-2-3-4-7-10-8-5-6-9-10/h10H,2-9H2,1H3",[C][C][C][C][C][C][C][C][C][C][Ring1][Branch1],pentylcyclopentane,very large,1,4
"2,4-dimethylpentane",CC(C)CC(C)C,2.83,2.756,"InChI=1S/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3",[C][C][Branch1][C][C][C][C][Branch1][C][C][C],"2,4-dimethylpentane",very large,1,4
"2,5-dimethylpyridine",Cc1ccc(nc1)C,-4.72,-3.165,"InChI=1S/C7H9N/c1-6-3-4-7(2)8-5-6/h3-5H,1-2H3",[C][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C],"2,5-dimethylpyridine",large,0,1
but-2-enal,C/C=C/C=O,-4.22,-3.341,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+",[C][/C][=C][/C][=O],(e)-but-2-enal,large,0,2
"1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene",c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,-1.96,-0.477,InChI=1S/C12H5Cl5/c13-6-4-9(16)12(10(17)5-6)11-7(14)2-1-3-8(11)15/h1-5H,[C][=C][C][=Branch2][Ring1][#Branch2][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl],"1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene",very large,1,3
"1,2-dimethoxyethane",COCCOC,-4.84,-3.103,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",[C][O][C][C][O][C],"1,2-dimethoxyethane",large,0,1
sec-butylbenzene,CC[C@H](C)c1ccccc1,-0.45,-0.22,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3/t9-/m0/s1",[C][C][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],[(2s)-butan-2-yl]benzene,very large,1,4
3-phenylpropan-1-ol,c1ccc(cc1)CCCO,-6.92,-5.771,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2",[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][O],3-phenylpropan-1-ol,large,0,0
"2-[(1R)-1-methylpropyl]-4,6-dinitro-phenolate",CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-6.23,-5.378,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3/t6-/m1/s1",[C][C][C@@H1][Branch1][C][C][C][=C][C][=Branch1][=C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1],"2-[(2r)-butan-2-yl]-4,6-dinitrophenol",large,0,1
methyl 4-methoxybenzoate,COc1ccc(cc1)C(=O)OC,-5.33,-6.462,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C],methyl 4-methoxybenzoate,large,0,1
"N-(3,4-dichlorophenyl)propanimidic acid",CCC(=O)Nc1ccc(c(c1)Cl)Cl,-7.78,-9.409,"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)",[C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl],"n-(3,4-dichlorophenyl)propanamide",large,0,0
naproxen,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-10.21,-12.199,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",[C][C@@H1][Branch2][Ring1][Ring1][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][O][C][C][=Branch1][C][=O][O],(2s)-2-(6-methoxynaphthalen-2-yl)propanoic acid,medium,0,0
octafluorocyclobutane,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,3.43,3.077,"InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10",[C][Branch2][Ring1][=Branch1][C][Branch1][#C][C][Branch1][Branch2][C][Ring1][Ring2][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F],"1,1,2,2,3,3,4,4-octafluorocyclobutane",very large,1,4
isopentyl acetate,CC(C)CCOC(=O)C,-2.21,-3.067,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",[C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C],3-methylbutyl acetate,very large,1,3
1-chlorohexane,CCCCCCCl,0.0,1.261,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",[C][C][C][C][C][C][Cl],1-chlorohexane,very large,1,4
4-methylpentan-2-one,CC(C)CC(=O)C,-3.05,-3.116,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C],4-methylpentan-2-one,large,1,2
hexanal,CCCCCC=O,-2.81,-2.86,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",[C][C][C][C][C][C][=O],hexanal,large,1,2
3-chloroaniline,c1cc(cc(c1)Cl)N,-5.82,-5.138,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][N],3-chloroaniline,large,0,1
morpholine,C1COCCN1,-7.17,-6.116,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",[C][C][O][C][C][N][Ring1][=Branch1],morpholine,large,0,0
"1,1-diethoxyethane",CCOC(C)OCC,-3.28,-1.795,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3",[C][C][O][C][Branch1][C][C][O][C][C],"1,1-diethoxyethane",large,1,2
"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.51,-2.303,"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",[C][C][C][C][N@][Branch1][Ring1][C][C][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][F][Branch1][C][F][F][N+1][=Branch1][C][=O][O-1],"n-butyl-n-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",large,0,2
methanethiol,CS,-1.2,-0.273,"InChI=1S/CH4S/c1-2/h2H,1H3",[C][S],methanethiol,very large,1,3
1-(4-methoxyphenyl)ethanone,CC(=O)c1ccc(cc1)OC,-4.4,-6.575,"InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3",[C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C],1-(4-methoxyphenyl)ethanone,large,0,1
prop-2-en-1-ol,C=CCO,-5.03,-3.286,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",[C][=C][C][O],prop-2-en-1-ol,large,0,1
methylsulfanylethane,CCSC,-1.5,0.386,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",[C][C][S][C],methylsulfanylethane,very large,1,3
pentyl acetate,CCCCCOC(=O)C,-2.51,-2.565,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",[C][C][C][C][C][O][C][=Branch1][C][=O][C],pentyl acetate,large,1,3
"1,2,3,5-tetrachlorobenzene",c1c(cc(c(c1Cl)Cl)Cl)Cl,-1.62,0.136,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,[C][=C][Branch1][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl],"1,2,3,5-tetrachlorobenzene",very large,1,3
1-phenylethanone,CC(=O)c1ccccc1,-4.58,-5.078,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],1-phenylethanone,large,0,1
chloroethane,CCCl,-0.63,0.775,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",[C][C][Cl],chloroethane,very large,1,4
propylcyclopentane,CCCC1CCCC1,2.13,2.102,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3",[C][C][C][C][C][C][C][C][Ring1][Branch1],propylcyclopentane,very large,1,4
"1,3,5-trichlorobenzene",c1c(cc(cc1Cl)Cl)Cl,-0.78,0.326,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,[C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl],"1,3,5-trichlorobenzene",very large,1,4
propyl paraben,CCCOC(=O)c1ccc(cc1)O,-9.37,-8.945,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],propyl 4-hydroxybenzoate,medium,0,0
3-chlorophenol,c1cc(cc(c1)Cl)O,-6.62,-5.018,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][O],3-chlorophenol,large,0,0
3-methylbutan-1-ol,CC(C)CCO,-4.42,-3.237,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",[C][C][Branch1][C][C][C][C][O],3-methylbutan-1-ol,large,0,1
pentan-1-amine,CCCCCN,-4.09,-2.835,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",[C][C][C][C][C][N],pentan-1-amine,large,0,2
terbacil,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-11.14,-13.769,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)",[C][C][=C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][Branch1][Branch2][C][=Branch1][C][=O][NH1][Ring1][Branch2][C][Branch1][C][C][Branch1][C][C][C][Cl],"3-tert-butyl-5-chloro-6-methyl-1h-pyrimidine-2,4-dione",medium,0,0
"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,2.93,2.97,"InChI=1S/C9H20/c1-8(2)6-7-9(3,4)5/h8H,6-7H2,1-5H3",[C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C],"2,2,5-trimethylhexane",very large,1,4
2-butoxyethanol,CCCCOCCO,-6.25,-3.85,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",[C][C][C][C][O][C][C][O],2-butoxyethanol,large,0,0
benzamide,c1ccc(cc1)C(=O)N,-11.0,-10.412,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N],benzamide,medium,0,0
2-nitropropane,CC(C)[N+](=O)[O-],-3.13,-1.741,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",[C][C][Branch1][C][C][N+1][=Branch1][C][=O][O-1],"2-nitropropane
n-oxido-n-propan-2-ylhydroxylamine
n,n-dihydroxypropan-2-amine",large,1,2
glycerol,C(C(CO)O)O,-13.43,-10.14,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",[C][Branch1][#Branch1][C][Branch1][Ring1][C][O][O][O],"propane-1,2,3-triol",medium,0,0
1-iodopropane,CCCI,-0.53,-0.443,"InChI=1S/C3H7I/c1-2-3-4/h2-3H2,1H3",[C][C][C][I],1-iodopropane,very large,1,4
2-methoxyethanamine,COCCN,-6.55,-5.027,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",[C][O][C][C][N],2-methoxyethanamine,large,0,0
"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,-1.43,-0.091,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",[C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][Cl],"1,1,1,2-tetrachloroethane",very large,1,3
methyl propanoate,CCC(=O)OC,-2.93,-3.652,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",[C][C][C][=Branch1][C][=O][O][C],methyl propanoate,large,1,2
cyclopentane,C1CCCC1,1.2,1.648,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,[C][C][C][C][C][Ring1][Branch1],cyclopentane,very large,1,4
3-ethylpyridine,CCc1cccnc1,-4.59,-2.965,"InChI=1S/C7H9N/c1-2-7-4-3-5-8-6-7/h3-6H,2H2,1H3",[C][C][C][=C][C][=C][N][=C][Ring1][=Branch1],3-ethylpyridine,large,0,1
"3,5-dimethylpyridine",Cc1cc(cnc1)C,-4.84,-2.869,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",[C][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C],"3,5-dimethylpyridine",large,0,1
2-methoxyethanol,COCCO,-6.619999999999999,-4.686,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",[C][O][C][C][O],2-methoxyethanol,large,0,0
methyl formate,COC=O,-2.78,-4.028,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",[C][O][C][=O],methyl formate,large,1,2
naphthalen-2-amine,c1ccc2cc(ccc2c1)N,-7.47,-8.003,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N],naphthalen-2-amine,large,0,0
1-methyl-3-nitro-benzene,Cc1cccc(c1)[N+](=O)[O-],-3.45,-3.278,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],1-methyl-3-nitrobenzene,large,1,2
"1,4-dichlorobutane",C(CCCl)CCl,-2.32,-0.404,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,[C][Branch1][Ring2][C][C][Cl][C][Cl],"1,4-dichlorobuta-1,3-diyne
1,4-dichlorobutane",very large,1,3
nitroxyacetone,CC(=O)CO[N+](=O)[O-],-5.99,-5.362,"InChI=1S/C3H5NO4/c1-3(5)2-8-4(6)7/h2H2,1H3",[C][C][=Branch1][C][=O][C][O][N+1][=Branch1][C][=O][O-1],2-oxopropyl nitrate,large,0,1
tert-butylbenzene,CC(C)(C)c1ccccc1,-0.44,-0.803,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],tert-butylbenzene,very large,1,4
methyl hexanoate,CCCCCC(=O)OC,-2.49,-3.299,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",[C][C][C][C][C][C][=Branch1][C][=O][O][C],methyl hexanoate,large,1,3
"1,1,1-trifluoropropan-2-ol",C[C@@H](C(F)(F)F)O,-4.16,-3.518,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m0/s1",[C][C@@H1][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O],"(2s)-1,1,1-trifluoropropan-2-ol",large,0,2
1-bromo-pentane,CCCCCBr,-0.1,0.824,"InChI=1S/C5H11Br/c1-2-3-4-5-6/h2-5H2,1H3",[C][C][C][C][C][Br],1-bromopentane,very large,1,4
oct-1-ene,CCCCCCC=C,1.92,2.895,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",[C][C][C][C][C][C][C][=C],oct-1-ene,very large,1,4
6-isopropyl-3-methyl-1-cyclohex-2-enone,CC1=CC(=O)[C@@H](CC1)C(C)C,-4.51,-3.825,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3/t9-/m0/s1",[C][C][=C][C][=Branch1][C][=O][C@@H1][Branch1][Branch1][C][C][Ring1][#Branch1][C][Branch1][C][C][C],(6s)-3-methyl-6-propan-2-ylcyclohex-2-en-1-one,large,0,1
propan-2-ol,CC(C)O,-4.74,-3.427,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",[C][C][Branch1][C][C][O],propan-2-ol,large,0,1
hexan-1-amine,CCCCCCN,-3.95,-2.772,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",[C][C][C][C][C][C][N],hexan-1-amine,large,0,2
3-nitrooxypropyl nitrate,C(CO[N+](=O)[O-])CO[N+](=O)[O-],-4.8,-5.322,InChI=1S/C3H6N2O6/c6-4(7)10-2-1-3-11-5(8)9/h1-3H2,[C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][C][O][N+1][=Branch1][C][=O][O-1],3-nitrooxypropyl nitrate,large,0,1
"2,4-dimethylphenol",Cc1ccc(c(c1)C)O,-6.01,-4.98,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",[C][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O],"2,4-dimethylphenol",large,0,1
pentan-1-ol,CCCCCO,-4.57,-3.054,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",[C][C][C][C][C][O],pentan-1-ol,large,0,1
pentan-2-ol,CCC[C@@H](C)O,-4.39,-2.945,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3/t5-/m1/s1",[C][C][C][C@@H1][Branch1][C][C][O],(2r)-pentan-2-ol,large,0,1
ibuprofen,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-7.0,-10.857,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1",[C][C@@H1][Branch1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O],(2s)-2-[4-(2-methylpropyl)phenyl]propanoic acid,large,0,0
"3,4-dimethylphenol",Cc1ccc(cc1C)O,-6.5,-5.471,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",[C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][O],"3,4-dimethylphenol",large,0,0
4-chloro-3-methyl-phenol,Cc1cc(ccc1Cl)O,-6.79,-5.14,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",[C][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][O],4-chloro-3-methylphenol,large,0,0
hept-2-ene,CCCC/C=C/C,1.68,2.78,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3+",[C][C][C][C][/C][=C][/C],"hept-2-ene
(e)-hept-2-ene",very large,1,4
1-propoxypropane,CCCOCCC,-1.16,-0.004,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",[C][C][C][O][C][C][C],1-propoxypropane,very large,1,3
"(1R,2S,5R)-2-isopropyl-5-methylcyclohexanol",C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,-3.2,-3.35,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1",[C][C@@H1][C][C][C@H1][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C][Branch1][C][C][C],"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",large,1,2
terbutryn,CCNc1nc(nc(n1)SC)NC(C)(C)C,-6.68,-9.271,"InChI=1S/C10H19N5S/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h6H2,1-5H3,(H2,11,12,13,14,15)",[C][C][N][C][=N][C][=Branch1][#Branch2][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][S][C][N][C][Branch1][C][C][Branch1][C][C][C],"n-tert-butyl-n'-ethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",large,0,0
"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,2.89,2.542,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",[C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],"2,2,4-trimethylpentane",very large,1,4
nonan-5-one,CCCCC(=O)CCCC,-2.64,-2.364,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3",[C][C][C][C][C][=Branch1][C][=O][C][C][C][C],nonan-5-one,large,1,3
pebulate,CCCCN(CC)C(=O)SCCC,-3.64,-4.573,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3",[C][C][C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][S][C][C][C],s-propyl (butyl-ethylamino)methanethioate,large,0,2
hept-1-ene,CCCCCC=C,1.66,2.761,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",[C][C][C][C][C][C][=C],hept-1-ene,very large,1,4
isopropyl formate,CC(C)OC=O,-2.02,-3.591,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3",[C][C][Branch1][C][C][O][C][=O],propan-2-yl formate,very large,1,3
1-acetoxyethyl acetate,CC(OC(=O)C)OC(=O)C,-4.97,-8.006,"InChI=1S/C6H10O4/c1-4(7)9-6(3)10-5(2)8/h6H,1-3H3",[C][C][Branch1][#Branch1][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C],1-acetyloxyethyl acetate,large,0,1
5-chlorouracil,c1c(c(=O)[nH]c(=O)[nH]1)Cl,-17.74,-16.612,"InChI=1S/C4H3ClN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",[C][=C][Branch1][=N][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][Ring1][Branch2][Cl],"5-chloro-1h-pyrimidine-2,4-dione",small,0,0
isopropenylbenzene,CC(=C)c1ccccc1,-1.24,-0.651,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",[C][C][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],prop-1-en-2-ylbenzene,very large,1,3
isopentane,CCC(C)C,2.38,2.59,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",[C][C][C][Branch1][C][C][C],2-methylbutane,very large,1,4
butyl nitrate,CCCCO[N+](=O)[O-],-2.09,-1.938,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",[C][C][C][C][O][N+1][=Branch1][C][=O][O-1],butyl nitrate,very large,1,3
bromobenzene,c1ccc(cc1)Br,-1.46,-0.947,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br],bromobenzene,very large,1,3
"1,1,1-trichloroethane",CC(Cl)(Cl)Cl,-0.19,0.505,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",[C][C][Branch1][C][Cl][Branch1][C][Cl][Cl],"1,1,1-trichloroethane",very large,1,4
4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,CC(=C)[C@H]1CCC(=CC1)C=O,-4.09,-3.591,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3/t10-/m1/s1",[C][C][=Branch1][C][=C][C@H1][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C][=O],(4s)-4-prop-1-en-2-ylcyclohexene-1-carbaldehyde,large,0,2
