CMPD_CHEMBLID,exp,smiles,inchi,selfies,iupac_name,exp_cat,target_2,target_5
CHEMBL61946,2.3,CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,"InChI=1S/C18H27NO2/c1-3-19(4-2)14-15-21-17(20)18(12-8-9-13-18)16-10-6-5-7-11-16/h5-7,10-11H,3-4,8-9,12-15H2,1-2H3",[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],2-diethylaminoethyl 1-phenylcyclopentane-1-carboxylate,large,1,2
CHEMBL1907194,1.38,OC1(CNCCc2ccccc12)c3ccccc3,"InChI=1S/C16H17NO/c18-16(14-7-2-1-3-8-14)12-17-11-10-13-6-4-5-9-15(13)16/h1-9,17-18H,10-12H2",[O][C][Branch1][#C][C][N][C][C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"1-phenyl-2,3,4,5-tetrahydro-3-benzazepin-1-ol",medium,0,1
CHEMBL126,0.67,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,"InChI=1S/C16H20FN3O4/c1-11(21)18-9-13-10-20(16(22)24-13)12-2-3-15(14(17)8-12)19-4-6-23-7-5-19/h2-3,8,13H,4-7,9-10H2,1H3,(H,18,21)/t13-/m0/s1",[C][C][=Branch1][C][=O][N][C][C@H1][C][N][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][Branch1][C][F][=C][Ring1][=N],"n-[[(5s)-3-(3-fluoro-4-morpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide",small,0,0
CHEMBL425300,2.9,Cc1cnc(NC(=O)Cc2ccccc2)s1,"InChI=1S/C12H12N2OS/c1-9-8-13-12(16-9)14-11(15)7-10-5-3-2-4-6-10/h2-6,8H,7H2,1H3,(H,13,14,15)",[C][C][=C][N][=C][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#C],"n-(5-methyl-1,3-thiazol-2-yl)-2-phenylacetamide",large,1,3
CHEMBL301359,1.0,c1ccc2ncncc2c1,InChI=1S/C8H6N2/c1-2-4-8-7(3-1)5-9-6-10-8/h1-6H,[C][=C][C][=C][N][=C][N][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],quinazoline,medium,0,0
CHEMBL1807817,2.54,O[C@@H](CNCCSCCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,"InChI=1S/C22H28N2O4S2/c25-18-8-7-17(21-20(18)24-22(27)30-21)19(26)15-23-10-14-29-13-4-11-28-12-9-16-5-2-1-3-6-16/h1-3,5-8,19,23,25-26H,4,9-15H2,(H,24,27)/t19-/m0/s1",[O][C@@H1][Branch2][Ring1][Ring2][C][N][C][C][S][C][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],"4-hydroxy-7-[(1r)-1-hydroxy-2-[2-[3-(2-phenylethoxy)propylsulfanyl]ethylamino]ethyl]-3h-1,3-benzothiazol-2-one",large,1,2
CHEMBL1064,3.7,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1",[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][Branch1][C][C][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch1][P][C][C][C@@H1][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][Ring1][Branch2][C@@H1][Ring2][Ring1][=Branch1][Ring1][P],"[(1s,3r,7s,8s,8ar)-8-[2-[(2r,4r)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate",very large,1,4
CHEMBL1689129,1.1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3Cl,"InChI=1S/C22H24Cl2N2O4/c1-15-12-25(13-17-10-18(23)6-7-20(17)30-14-22(28)29)8-9-26(15)21(27)11-16-4-2-3-5-19(16)24/h2-7,10,15H,8-9,11-14H2,1H3,(H,28,29)/t15-/m0/s1",[C][C@H1][C][N][Branch2][Ring1][Ring2][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][O][C][C][N][Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],2-[4-chloro-2-[[(3s)-4-[2-(2-chlorophenyl)acetyl]-3-methylpiperazin-1-yl]methyl]phenoxy]acetic acid,medium,0,1
CHEMBL254370,2.14,CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,"InChI=1S/C22H23N3O4/c1-4-15(13-9-6-5-7-10-13)23-17-18(21(28)20(17)27)24-16-12-8-11-14(19(16)26)22(29)25(2)3/h5-12,15,23-24,26H,4H2,1-3H3/t15-/m1/s1",[C][C][C@@H1][Branch2][Ring2][Branch1][N][C][=C][Branch2][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Ring1][O][O][C][=Branch1][C][=O][C][Ring2][Ring1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],"3-[[3,4-dioxo-2-[[(1r)-1-phenylpropyl]amino]-1-cyclobutenyl]amino]-2-hydroxy-n,n-dimethylbenzamide",large,0,2
CHEMBL184721,3.2,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,"InChI=1S/C31H30N4O4/c1-22-8-11-25(33-31(37)24-5-4-7-27(19-24)35-15-17-38-18-16-35)20-29(22)34-30(36)23-9-12-28(13-10-23)39-21-26-6-2-3-14-32-26/h2-14,19-20H,15-18,21H2,1H3,(H,33,37)(H,34,36)",[C][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][=C],n-[4-methyl-3-[[4-(pyridin-2-ylmethoxy)benzoyl]amino]phenyl]-3-morpholin-4-ylbenzamide,large,1,3
CHEMBL354788,1.2,NC1=NC(Nc2c(F)ccc(F)c12)c3occc3,"InChI=1S/C12H9F2N3O/c13-6-3-4-7(14)10-9(6)11(15)17-12(16-10)8-2-1-5-18-8/h1-5,12,16H,(H2,15,17)",[N][C][=N][C][Branch2][Ring1][C][N][C][=C][Branch1][C][F][C][=C][C][Branch1][C][F][=C][Ring1][N][Ring1][Branch2][C][O][C][=C][C][=Ring1][Branch1],"5,8-difluoro-2-furan-2-yl-1,2-dihydroquinazolin-4-amine",medium,0,1
CHEMBL561368,3.57,CC(C)NC(=O)c1cnc(N2CCC(CC2)N3C(=O)OCc4ccccc34)c(Cl)c1,"InChI=1S/C22H25ClN4O3/c1-14(2)25-21(28)16-11-18(23)20(24-12-16)26-9-7-17(8-10-26)27-19-6-4-3-5-15(19)13-30-22(27)29/h3-6,11-12,14,17H,7-10,13H2,1-2H3,(H,25,28)",[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][N][=C][Branch2][Ring1][N][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][Branch1][C][Cl][=C][Ring2][Ring1][Branch2],"5-chloro-6-[4-(2-oxo-4h-3,1-benzoxazin-1-yl)piperidin-1-yl]-n-propan-2-ylpyridine-3-carboxamide",very large,1,4
CHEMBL51,2.9,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,"InChI=1S/C22H22FN3O3/c23-17-7-5-15(6-8-17)20(27)16-9-11-25(12-10-16)13-14-26-21(28)18-3-1-2-4-19(18)24-22(26)29/h1-8,16H,9-14H2,(H,24,29)",[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][Branch1][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][C][Ring2][Ring1][Ring2],"3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1h-quinazoline-2,4-dione",large,1,3
CHEMBL186422,1.32,O=C1Nc2ccccc2C=C1,"InChI=1S/C9H7NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)",[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],1h-quinolin-2-one,medium,0,1
CHEMBL1978713,3.85,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,"InChI=1S/C18H19N3O2S/c1-10-8-11(2)21-18-14(10)15(19)16(24-18)17(22)20-9-12-4-6-13(23-3)7-5-12/h4-8H,9,19H2,1-3H3,(H,20,22)",[C][O][C][=C][C][=C][Branch2][Ring1][O][C][N][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][=Ring1][O][N][C][=C][Ring2][Ring1][=Branch1],"3-amino-n-[(4-methoxyphenyl)methyl]-4,6-dimethylthieno[5,4-b]pyridine-2-carboxamide",very large,1,4
CHEMBL1576727,2.92,COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,"InChI=1S/C20H20FNO3/c1-25-18-8-4-14(5-9-18)19(23)15-10-12-22(13-11-15)20(24)16-2-6-17(21)7-3-16/h2-9,15H,10-13H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],[1-(4-fluorobenzoyl)piperidin-4-yl]-(4-methoxyphenyl)methanone,large,1,3
CHEMBL2177390,1.3,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4,"InChI=1S/C24H32ClN5O2/c1-15(2)26-13-19(17-4-6-18(25)7-5-17)24(32)30-10-8-29(9-11-30)23-21-16(3)12-20(31)22(21)27-14-28-23/h4-7,14-16,19-20,26,31H,8-13H2,1-3H3/t16-,19-,20-/m1/s1",[C][C][Branch1][C][C][N][C][C@@H1][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=N][C][C@H1][Branch1][C][O][C][C@@H1][Branch1][C][C][C][Ring1][O][=Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"(2s)-2-(4-chlorophenyl)-1-[4-[(5r,7r)-7-hydroxy-5-methyl-6,7-dihydro-5h-cyclopenta[e]pyrimidin-4-yl]piperazin-1-yl]-3-(propan-2-ylamino)propan-1-one",medium,0,1
CHEMBL22033,1.8,COc1cc(ccc1Cn2ncc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,"InChI=1S/C28H28N4O6S/c1-37-26-15-19(27(33)31-39(35,36)24-9-3-2-4-10-24)11-12-21(26)18-32-25-16-22(14-13-20(25)17-29-32)30-28(34)38-23-7-5-6-8-23/h2-4,9-17,23H,5-8,18H2,1H3,(H,30,34)(H,31,33)",[C][O][C][=C][C][=Branch2][Ring2][Ring2][=C][C][=C][Ring1][=Branch1][C][N][N][=C][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][C][Ring1][#C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],cyclopentyl n-[1-[[2-methoxy-4-(phenylsulfonylcarbamoyl)phenyl]methyl]indazol-6-yl]carbamate,medium,0,1
CHEMBL1624529,0.3,NC1C2CN(CC12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,"InChI=1S/C20H15F3N4O3/c21-8-1-2-15(13(22)3-8)27-7-12(20(29)30)17(28)9-4-14(23)19(25-18(9)27)26-5-10-11(6-26)16(10)24/h1-4,7,10-11,16H,5-6,24H2,(H,29,30)",[N][C][C][C][N][Branch1][#Branch1][C][C][Ring1][=Branch1][Ring1][Branch1][C][=N][C][N][Branch2][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=Ring1][#Branch2][C][=C][Ring1][=C][F][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],"7-(6-amino-3-azabicyclo[3.1.0]hexan-3-yl)-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid",small,0,0
CHEMBL1399152,2.58,[O-][N+](=O)c1ccc2c(c1)nc3CCCCCn23,"InChI=1S/C12H13N3O2/c16-15(17)9-5-6-11-10(8-9)13-12-4-2-1-3-7-14(11)12/h5-6,8H,1-4,7H2",[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][C][C][C][C][C][N][Ring1][O][Ring1][#Branch1],"3-nitro-7,8,9,10-tetrahydro-6h-azepino[1,2-a]benzimidazole",large,1,3
CHEMBL1824030,0.52,Oc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,"InChI=1S/C23H27N5O5/c29-17-2-4-19-18(11-17)28(22(31)14-33-19)10-9-27-7-5-15(6-8-27)24-12-16-1-3-20-23(25-16)26-21(30)13-32-20/h1-4,11,15,24,29H,5-10,12-14H2,(H,25,26,30)",[O][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][Branch2][Ring1][S][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=N][Ring1][O][C][Ring2][Ring1][N][=C][Ring2][Ring1][S],"6-[[[1-[2-(6-hydroxy-3-oxo-1,4-benzoxazin-4-yl)ethyl]piperidin-4-yl]amino]methyl]-4h-pyrido[2,3-e][1,4]oxazin-3-one",small,0,0
CHEMBL250124,3.61,COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4cccc(OC(F)(F)F)c4)nc2c1,"InChI=1S/C25H28F3N3O2/c1-16-11-24(31-23-14-20(32-2)9-10-22(16)23)30-19-7-4-6-18(13-19)29-15-17-5-3-8-21(12-17)33-25(26,27)28/h3,5,8-12,14,18-19,29H,4,6-7,13,15H2,1-2H3,(H,30,31)/t18-,19-/m0/s1",[C][O][C][=C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][P][N][C@H1][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][=N][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C],"(1s,3s)-n'-(7-methoxy-4-methylquinolin-2-yl)-n-[[3-(trifluoromethoxy)phenyl]methyl]cyclohexane-1,3-diamine",very large,1,4
CHEMBL1198335,3.9,COc1cccc(Nc2nc(NCC3CCCO3)c4ccccc4n2)c1,"InChI=1S/C20H22N4O2/c1-25-15-7-4-6-14(12-15)22-20-23-18-10-3-2-9-17(18)19(24-20)21-13-16-8-5-11-26-16/h2-4,6-7,9-10,12,16H,5,8,11,13H2,1H3,(H2,21,22,23,24)",[C][O][C][=C][C][=C][C][Branch2][Ring1][O][N][C][=N][C][Branch1][#Branch2][N][C][C][C][C][C][O][Ring1][Branch1][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][P][=C][Ring2][Ring1][Branch2],"n-(3-methoxyphenyl)-n'-(oxolan-2-ylmethyl)quinazoline-2,4-diamine",very large,1,4
CHEMBL226906,1.15,Cc1ccsc1CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,"InChI=1S/C17H12ClN3O3S/c1-8-4-5-25-12(8)7-21-17(24)13-14(16(23)20-21)19-11-6-9(18)2-3-10(11)15(13)22/h2-6H,7H2,1H3,(H,19,22)(H,20,23)",[C][C][C][=C][S][C][=Ring1][Branch1][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C],"7-chloro-2-[(3-methylthiophen-2-yl)methyl]-3,5-dihydropyridazino[4,5-b]quinoline-1,4,10-trione",medium,0,1
CHEMBL1212988,2.53,Cc1cc(C)c2c(N)c(sc2n1)C(=O)NC3CC3,"InChI=1S/C13H15N3OS/c1-6-5-7(2)15-13-9(6)10(14)11(18-13)12(17)16-8-3-4-8/h5,8H,3-4,14H2,1-2H3,(H,16,17)",[C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][N][=C][Branch1][Branch2][S][C][Ring1][=Branch1][=N][Ring1][O][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1],"3-amino-n-cyclopropyl-4,6-dimethylthieno[5,4-b]pyridine-2-carboxamide",large,1,2
CHEMBL393714,2.61,CN1C(=O)c2c(onc2c3ccccc3)C=C1c4ccncc4,"InChI=1S/C18H13N3O2/c1-21-14(12-7-9-19-10-8-12)11-15-16(18(21)22)17(20-23-15)13-5-3-2-4-6-13/h2-11H,1H3",[C][N][C][=Branch1][C][=O][C][=C][Branch1][=C][O][N][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][S][C][=C][C][=N][C][=C][Ring1][=Branch1],"5-methyl-3-phenyl-6-pyridin-4-yl-[1,2]oxazolo[4,5-c]pyridin-4-one",large,1,3
CHEMBL404108,1.02,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,"InChI=1S/C15H13ClFNO2/c1-9-5-6-13(10(7-9)8-14(19)20)18-15-11(16)3-2-4-12(15)17/h2-7,18H,8H2,1H3,(H,19,20)",[C][C][=C][C][=C][Branch1][=C][N][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][Cl][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][Ring2][Ring1][Ring1],2-[2-[(2-chloro-6-fluorophenyl)amino]-5-methylphenyl]acetic acid,medium,0,1
CHEMBL51781,2.72,COC(=O)CCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,"InChI=1S/C19H15NO5/c1-25-17(22)9-8-16(21)20-11-6-7-14-15(10-11)12-4-2-3-5-13(12)18(23)19(14)24/h2-7,10H,8-9H2,1H3,(H,20,21)",[C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=C][Ring1][S],"methyl 4-[(9,10-dioxophenanthren-3-yl)amino]-4-oxobutanoate",large,1,3
CHEMBL1887445,3.2,CCCC(=O)N1CCN(CC1)c2nnc(c3ccccc3)c4ccccc24,"InChI=1S/C22H24N4O/c1-2-8-20(27)25-13-15-26(16-14-25)22-19-12-7-6-11-18(19)21(23-24-22)17-9-4-3-5-10-17/h3-7,9-12H,2,8,13-16H2,1H3",[C][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1],1-[4-(4-phenylphthalazin-1-yl)piperazin-1-yl]butan-1-one,large,1,3
CHEMBL514201,3.6,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c3cc4c(cn(C)c4cc3Cl)C(=O)C(=O)N(C)C,"InChI=1S/C27H30ClFN4O3/c1-16-13-33(17(2)12-32(16)14-18-6-8-19(29)9-7-18)26(35)21-10-20-22(25(34)27(36)30(3)4)15-31(5)24(20)11-23(21)28/h6-11,15-17H,12-14H2,1-5H3/t16-,17+/m0/s1",[C][C@@H1][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][C][C][N][Ring1][#C][C][=Branch1][C][=O][C][=C][C][C][=Branch1][=C][=C][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2][Cl][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Branch1][C][C][C],"2-[6-chloro-5-[(2r,5s)-4-[(4-fluorophenyl)methyl]-2,5-dimethylpiperazine-1-carbonyl]-1-methylindol-3-yl]-n,n-dimethyl-2-oxoacetamide",very large,1,4
CHEMBL259515,1.13,CN1SC(=NC1=O)NC(=O)c2ccccc2,"InChI=1S/C10H9N3O2S/c1-13-10(15)12-9(16-13)11-8(14)7-5-3-2-4-6-7/h2-6H,1H3,(H,11,12,14,15)",[C][N][S][C][=Branch1][=Branch1][=N][C][Ring1][Branch1][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],"n-(2-methyl-3-oxo-1,2,4-thiadiazol-5-yl)benzamide",medium,0,1
CHEMBL1922267,2.87,C[C@H]1[C@@H]2CN(CCN3CCOCC3)CC[C@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,"InChI=1S/C23H30F3N3O/c1-15-19-14-29(7-6-28-8-10-30-11-9-28)5-4-16(19)12-21-22(15)18-13-17(23(24,25)26)2-3-20(18)27-21/h2-3,13,15-16,19,27H,4-12,14H2,1H3/t15-,16-,19-/m0/s1",[C][C@H1][C@@H1][C][N][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][C][C@H1][Ring1][=C][C][C][NH1][C][=C][C][=C][Branch1][O][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch2][=Ring1][=Branch2][C][Branch1][C][F][Branch1][C][F][F],"(4as,11s,11ar)-11-methyl-2-(2-morpholin-4-ylethyl)-9-(trifluoromethyl)-1,3,4,4a,5,6,11,11a-octahydropyrido[4,3-b]carbazole",large,1,3
CHEMBL500,-0.12,CC(C)NCC(O)COc1cccc2[nH]ccc12,"InChI=1S/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3",[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1],1-(1h-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,small,0,0
CHEMBL1650725,1.75,C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,"InChI=1S/C15H17FN8/c1-8-5-19-15(20-10(3)14-17-6-11(16)7-18-14)22-13(8)21-12-4-9(2)23-24-12/h4-7,10H,1-3H3,(H3,19,20,21,22,23,24)/t10-/m0/s1",[C][C@H1][Branch2][Ring1][#Branch2][N][C][=N][C][=C][Branch1][C][C][C][Branch1][N][N][C][C][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][=N][Ring1][=C][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],"n-[(1s)-1-(5-fluoropyrimidin-2-yl)ethyl]-5-methyl-n'-(5-methyl-1h-pyrazol-3-yl)pyrimidine-2,4-diamine",medium,0,1
CHEMBL91863,2.85,Cc1ccccc1Nc2ncnc3ccccc23,"InChI=1S/C15H13N3/c1-11-6-2-4-8-13(11)18-15-12-7-3-5-9-14(12)16-10-17-15/h2-10H,1H3,(H,16,17,18)",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],n-(2-methylphenyl)quinazolin-4-amine,large,1,3
CHEMBL1454,0.81,C1CN2C[C@@H](N=C2S1)c3ccccc3,"InChI=1S/C11H12N2S/c1-2-4-9(5-3-1)10-8-13-6-7-14-11(13)12-10/h1-5,10H,6-8H2/t10-/m1/s1",[C][C][N][C][C@@H1][Branch1][Branch2][N][=C][Ring1][Branch1][S][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],"(6s)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",small,0,0
CHEMBL391565,1.72,COc1ccc(NC(=O)c2ccnc(N)n2)cc1,"InChI=1S/C12H12N4O2/c1-18-9-4-2-8(3-5-9)15-11(17)10-6-7-14-12(13)16-10/h2-7H,1H3,(H,15,17)(H2,13,14,16)",[C][O][C][=C][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=N][C][Branch1][C][N][=N][Ring1][#Branch1][C][=C][Ring1][S],2-amino-n-(4-methoxyphenyl)pyrimidine-4-carboxamide,medium,0,1
CHEMBL217354,3.44,CC(C)c1ccccc1Cc2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C)c(O)c(O)c2O,"InChI=1S/C33H35NO6S/c1-20(2)25-11-7-6-10-21(25)18-22-19-26(30(36)31(37)29(22)35)32(38)34-23-14-16-24(17-15-23)41(39,40)28-13-9-8-12-27(28)33(3,4)5/h6-17,19-20,35-37H,18H2,1-5H3,(H,34,38)",[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][=C][O],"n-[4-(2-tert-butylphenyl)sulfonylphenyl]-2,3,4-trihydroxy-5-[(2-propan-2-ylphenyl)methyl]benzamide",very large,1,4
